"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,49.297371161345,5.59688522565174
"2",2022-03-08 00:00:05,1,303,100,49.4172420151671,5.00401132904289
"3",2022-03-08 00:00:10,1,303,100,49.109384613143,5.5612057793403
"4",2022-03-08 00:00:15,1,303,100,49.9992775922103,5.43642207085073
"5",2022-03-08 00:00:20,1,303,100,48.7181404847082,5.21450367091052
"6",2022-03-08 00:00:25,1,303,100,47.3112459117383,5.78876380865448
"7",2022-03-08 00:00:30,1,303,100,47.5653734808625,5.06001952202091
"8",2022-03-08 00:00:35,1,303,100,48.5094836168462,5.27721612797566
"9",2022-03-08 00:00:40,1,303,100,49.023585843436,5.61977679328242
"10",2022-03-08 00:00:45,1,303,100,48.9710136719053,5.32642231866766
"11",2022-03-08 00:00:50,1,303,100,49.6336128293003,5.5823268393186
"12",2022-03-08 00:00:55,1,303,100,47.7524854866989,6.0433703966306
"13",2022-03-08 00:01:00,1,303,100,50.1241639534681,5.40607739198606
"14",2022-03-08 00:01:05,1,303,100,49.9329320257932,5.05866774696934
"15",2022-03-08 00:01:10,1,303,100,50.2445221680497,4.65688273951111
"16",2022-03-08 00:01:15,1,303,100,48.7691320693302,5.16465814936173
"17",2022-03-08 00:01:20,1,303,100,49.549038667449,4.72444181001024
"18",2022-03-08 00:01:25,1,303,100,49.4426890192703,5.21575755767778
"19",2022-03-08 00:01:30,1,303,100,47.6576930750303,5.45225989349124
"20",2022-03-08 00:01:35,1,303,100,49.3154485406739,5.30000842380782
"21",2022-03-08 00:01:40,1,303,100,48.5827515147007,5.01935276687019
"22",2022-03-08 00:01:45,1,303,100,48.7933820010386,5.64388190942668
"23",2022-03-08 00:01:50,1,303,100,51.6660924630058,5.16530718141837
"24",2022-03-08 00:01:55,1,303,100,50.9218609957371,5.26343009596282
"25",2022-03-08 00:02:00,1,303,100,49.0187087134733,5.33817851858244
"26",2022-03-08 00:02:05,1,303,100,48.95493325924,5.01224816022035
"27",2022-03-08 00:02:10,1,303,100,48.3062526397114,5.08143654170409
"28",2022-03-08 00:02:15,1,303,100,49.3236964615211,5.61759088807632
"29",2022-03-08 00:02:20,1,303,100,48.5860431139711,5.23049733480292
"30",2022-03-08 00:02:25,1,303,100,49.4867214089467,5.56469586409966
"31",2022-03-08 00:02:30,1,303,100,48.946861741133,5.318844680547
"32",2022-03-08 00:02:35,1,303,100,48.8057987501306,4.58382350676451
"33",2022-03-08 00:02:40,1,303,100,49.3489883831544,5.24460216076659
"34",2022-03-08 00:02:45,1,303,100,50.9674536133839,6.10037884482593
"35",2022-03-08 00:02:50,1,303,100,48.8408097838618,5.25055348992895
"36",2022-03-08 00:02:55,1,303,100,47.3753226120801,5.32966445314171
"37",2022-03-08 00:03:00,1,303,100,50.2894913529048,5.19522779029101
"38",2022-03-08 00:03:05,1,303,100,48.3973204401124,5.31728217407838
"39",2022-03-08 00:03:10,1,303,100,49.2408876238731,5.70362235488104
"40",2022-03-08 00:03:15,1,303,100,50.4823406409036,5.78928713118559
"41",2022-03-08 00:03:20,1,303,100,50.4594082432263,5.05473656373159
"42",2022-03-08 00:03:25,1,303,100,47.8290590482366,4.99710130137824
"43",2022-03-08 00:03:30,1,303,100,50.5261272054334,5.19964604419064
"44",2022-03-08 00:03:35,1,303,100,48.2494821277238,5.36103123093052
"45",2022-03-08 00:03:40,1,303,100,49.2999922871091,5.21299316084675
"46",2022-03-08 00:03:45,1,303,100,48.3502715218174,5.5613144079737
"47",2022-03-08 00:03:50,1,303,100,49.1086476941509,4.94668776461119
"48",2022-03-08 00:03:55,1,303,100,48.43681305291,5.08202818502565
"49",2022-03-08 00:04:00,1,303,100,49.3519401595916,5.46907186240586
"50",2022-03-08 00:04:05,1,303,100,46.5334655323193,5.77693569166005
"51",2022-03-08 00:04:10,1,303,100,48.2385446180386,4.80292590557002
"52",2022-03-08 00:04:15,1,303,100,49.3159664020876,5.25195268000655
"53",2022-03-08 00:04:20,1,303,100,50.0692334224853,5.25665532805139
"54",2022-03-08 00:04:25,1,303,100,49.5671304503355,5.18040880281184
"55",2022-03-08 00:04:30,1,303,100,48.8615799870432,5.3269791441604
"56",2022-03-08 00:04:35,1,303,100,49.6916541183118,5.98683355669494
"57",2022-03-08 00:04:40,1,303,100,48.9020285963659,5.41992791221989
"58",2022-03-08 00:04:45,1,303,100,50.3502155843117,5.31243058151574
"59",2022-03-08 00:04:50,1,303,100,49.7485180234261,5.29934992026588
"60",2022-03-08 00:04:55,1,303,100,49.2752480107249,5.5021450875822
"61",2022-03-08 00:05:00,1,303,100,49.828184440595,6.13939532571311
"62",2022-03-08 00:05:05,1,303,100,48.8777324313737,5.62516698680042
"63",2022-03-08 00:05:10,1,303,100,48.9595967521033,5.32313806648282
"64",2022-03-08 00:05:15,1,303,100,48.9318751622522,5.76398327648769
"65",2022-03-08 00:05:20,1,303,100,48.4186507328926,5.41695274610942
"66",2022-03-08 00:05:25,1,303,100,47.3939943528405,5.60531983482541
"67",2022-03-08 00:05:30,1,303,100,48.5587535465986,5.38293716741521
"68",2022-03-08 00:05:35,1,303,100,49.4642581651036,4.97559696409394
"69",2022-03-08 00:05:40,1,303,100,48.2993814369378,4.61964694886932
"70",2022-03-08 00:05:45,1,303,100,47.9627471166038,4.50711898989427
"71",2022-03-08 00:05:50,1,303,100,47.8932793358279,5.08770285289177
"72",2022-03-08 00:05:55,1,303,100,48.4021767098272,5.45805611706969
"73",2022-03-08 00:06:00,1,303,100,47.489170410351,5.47955612490701
"74",2022-03-08 00:06:05,1,303,100,49.0601990674654,5.46102999824677
"75",2022-03-08 00:06:10,1,303,100,49.1334373721524,5.02590499979649
"76",2022-03-08 00:06:15,1,303,100,49.2602806408557,5.31247960140197
"77",2022-03-08 00:06:20,1,303,100,49.7008766543392,4.93480515469474
"78",2022-03-08 00:06:25,1,303,100,48.9981361864826,4.82628121213209
"79",2022-03-08 00:06:30,1,303,100,47.0470033994061,5.34313702497707
"80",2022-03-08 00:06:35,1,303,100,49.9537099896326,5.33396333391731
"81",2022-03-08 00:06:40,1,303,100,49.1232453409763,5.03465711793362
"82",2022-03-08 00:06:45,1,303,100,47.7992547456423,5.23635750622977
"83",2022-03-08 00:06:50,1,303,100,49.8175059243173,5.14848981975645
"84",2022-03-08 00:06:55,1,303,100,48.8275944178234,5.28889889679561
"85",2022-03-08 00:07:00,1,303,100,47.0364226090926,4.91553633557531
"86",2022-03-08 00:07:05,1,303,100,49.178419188311,5.42756862258067
"87",2022-03-08 00:07:10,1,303,100,49.3605745777617,5.21618054029257
"88",2022-03-08 00:07:15,1,303,100,49.2520040606398,5.38536082611235
"89",2022-03-08 00:07:20,1,303,100,49.8043071530113,4.81381662165847
"90",2022-03-08 00:07:25,1,303,100,49.0083691241892,5.03449817209972
"91",2022-03-08 00:07:30,1,303,100,49.853660400761,5.57388688518415
"92",2022-03-08 00:07:35,1,303,100,50.1020396650341,6.2565275970523
"93",2022-03-08 00:07:40,1,303,100,49.0931148592617,5.67158081909984
"94",2022-03-08 00:07:45,1,303,100,49.0240882243284,5.91405058908081
"95",2022-03-08 00:07:50,1,303,100,50.2016143837855,5.25329321520708
"96",2022-03-08 00:07:55,1,303,100,49.2851760144813,4.90831041663637
